Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Warranty,Price in Rupees,Rating,Actual price,%Off
"Vivo Y93 (Nebula Purple, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4030 mAh Li-ion Battery,MediaTek Helio P22 Processor,No data available,"11,990",No data available,No data available,No data available
"Vivo Y91 (Ocean Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4030 mAh Li-ion Battery,Helio P22 (MTK6762R) Processor,No data available,"11,990",No data available,No data available,No data available
"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",4 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,No data available,"16,990",No data available,No data available,No data available
"OPPO F9 (Stellar Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,3500 mAh Battery,Mediatek Helio P60 Octacore 2.0 GHz Processor,No data available,"17,000",No data available,No data available,No data available
"Apple iPhone 6 (Gold, 32 GB)",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"24,499",4.4,"₹30,999",20% off
"OPPO A3s (Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,No data available,"12,990",No data available,No data available,No data available
"Samsung Galaxy J6 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 7870 Processor,No data available,"12,990",No data available,No data available,No data available
"Vivo Y71i (Matte Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,No data available,"8,900",No data available,No data available,No data available
"Vivo V5 Plus (Gold, 64 GB)",4 GB RAM | 64 GB ROM,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 20MP + 8MP Dual Front Camera,3055 mAh Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2 GHz Processor,No data available,"15,999",No data available,No data available,No data available
"Samsung Galaxy A6 (Black, 64 GB)",4 GB RAM | 64 GB ROM,14.22 cm (5.6 inch) Display,16MP Rear Camera | 16MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"25,500",No data available,No data available,No data available
"Samsung J7 Max (Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,Mediatek Octa-Core 1.69GHz Processor,No data available,"19,995",No data available,No data available,No data available
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",4 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,48MP + 5MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,"22,450",4.3,"₹24,726",9% off
"Vivo V17Pro (Midnight Ocean Black, 128 GB)",8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,4100 mAh Li-ion Battery,Qualcomm Snapdragon 675 AIE Processor,No data available,"27,000",No data available,No data available,No data available
"Tecno Camon I Sky 2 (Bordeaux Red, 16 GB)",2 GB RAM | 16 GB ROM,13.97 cm (5.5 inch) Display,13MP Rear Camera,3050 mAh Battery,1 Year Warranty,No data available,"9,060",No data available,No data available,No data available
"Samsung Galaxy A6+ (Gold, 64 GB)",4 GB RAM | 64 GB ROM,15.24 cm (6 inch) Full HD+ Display,16MP + 5MP | 24MP Front Camera,3500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"21,999",No data available,No data available,No data available
"Samsung Galaxy A8 Star (Black, 64 GB)",6 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Display,24MP Rear Camera,3700 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"23,499",No data available,No data available,No data available
"Lava Z93 (Royal Blue, 32 GB)",3 GB RAM | 32 GB ROM,15.8 cm (6.22 inch) Display,13MP + 2MP | 8MP Front Camera,3500 mAh Li-Po Battery,Helio P22 Processor,No data available,"9,999",No data available,No data available,No data available
"Samsung Galaxy J7 Pro (Black, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3600 mAh Battery,Exynos Octa-Core 1.6GHz Processor,No data available,"20,995",No data available,No data available,No data available
"Vivo Y53 (Matte Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Li-Ion Battery,Qualcomm Snapdragon 425 64-bit Quad Core 1.4GHz Processor,No data available,"8,490",No data available,No data available,No data available
"Realme 1 (Moonlight Silver, 32 GB)",3 GB RAM | 32 GB ROM,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"10,999",No data available,No data available,No data available
"Itel S42 (Rose Gold, 16 GB)",3 GB RAM | 16 GB ROM,14.35 cm (5.65 inch) Display,13MP Rear Camera,3000 mAh Battery,1 Year Warranty,No data available,"12,933",No data available,No data available,No data available
"HP Slate 6 (Graphite, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,15.24 cm (6 inch) HD Display,5MP Rear Camera | 2MP Front Camera,3000 mAh Li-Ion Polymer Battery,Marvell PXA1088 ARM Cortex-A7 Processor,No data available,"17,022",No data available,No data available,No data available
"Leagoo M9 Pro (Blue, 16 GB)",2 GB RAM | 16 GB ROM,14.53 cm (5.72 inch) Display,13MP Rear Camera,3000 mAh Battery,1 Year Warranty,No data available,"13,999",No data available,No data available,No data available
"Samsung Galaxy J6 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 7870 Processor,No data available,"16,920",No data available,No data available,No data available
"InFocus M535 (Gold, 16 GB)",2 GB RAM | 16 GB ROM,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2600 mAh Battery,1 Year Manufacturer Warranty,No data available,"8,500",No data available,No data available,No data available
"Realme 1 (Diamond Black, 32 GB)",3 GB RAM | 32 GB ROM,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"11,990",No data available,No data available,No data available
"OPPO F5 (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD+ Display,16MP Rear Camera | 20MP Front Camera,3200 mAh Battery,Mediatek MT6763T Octa Core 2.5 GHz Processor,No data available,"26,474",No data available,No data available,No data available
"InFocus A2 (Midnight Black, 8 GB)",1 GB RAM | 8 GB ROM,12.7 cm (5 inch) Display,5MP Rear Camera,2400 mAh Battery,1 Year Warranty,No data available,"5,500",No data available,No data available,No data available
"OPPO A7 (Glaring Gold, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,"10,990",4.3,"₹16,990",35% off
"InFocus A2 (Midnight Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 16 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 5MP Front Camera,2400 mAh Battery,1 Year,No data available,"5,999",No data available,No data available,No data available
"Samsung Galaxy S10 Plus (Ceramic White, 1 TB)",12 GB RAM | 1 TB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,No data available,"1,17,990",No data available,No data available,No data available
"Karbonn Vue 1 (Champagne, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.46 cm (5.3 inch) FWVGA Display,5MP Rear Camera | 5MP Front Camera,2300 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.,No data available,"5,889",No data available,No data available,No data available
"Samsung Galaxy J6 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 7870 Processor,No data available,"17,119",No data available,No data available,No data available
"OPPO A83 (Champagne, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery,MT6763T Processor,No data available,"14,990",No data available,No data available,No data available
"OPPO A83 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery,MT6763T Processor,No data available,"14,990",No data available,No data available,No data available
"Samsung Galaxy J6 Plus (Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon SD425 Processor,No data available,"13,600",No data available,No data available,No data available
"Lava Z62 (Space Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Display,8MP Rear Camera | 5MP Front Camera,3380 mAh Battery,MTK 6761 Processor,No data available,"6,499",No data available,No data available,No data available
"Micromax Canvas 4 Plus A315 (White and Gold, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2000 mAh Battery,MT6592 Processor,No data available,"7,990",No data available,No data available,No data available
"Samsung Galaxy A20s (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,No data available,"12,900",No data available,No data available,No data available
"Samsung J7 Max (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3300 mAh Battery,Mediatek Octa-Core 1.69GHz Processor,No data available,"16,000",No data available,No data available,No data available
"Intex Aqua Elyt Dual (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera,2400 mAh Battery,1 Year Warranty,No data available,"8,499",No data available,No data available,No data available
"Samsung Galaxy J7 Nxt (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos Octa Core 1.6 GHz Processor,No data available,"14,995",No data available,No data available,No data available
"Tecno Camon i ACE 2x (Midnight Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD+ Display,13MP + 0.3MP | 8MP Front Camera,3050 mAh Battery,1 Year Brand Warranty,No data available,"9,401",No data available,No data available,No data available
"Karbonn Frames S9 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.21 cm (5.2 inch) HD Display,8MP Rear Camera | 8MP + 8MP Dual Front Camera,2900 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,No data available,"8,999",No data available,No data available,No data available
"Karbonn Frames S9 (Champagne, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.21 cm (5.2 inch) HD Display,8MP Rear Camera | 8MP + 8MP Dual Front Camera,2900 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,No data available,"8,990",No data available,No data available,No data available
"Karbonn Frames S9 (Grey, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.21 cm (5.2 inch) HD Display,8MP Rear Camera | 8MP + 8MP Dual Front Camera,2900 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,No data available,"7,777",No data available,No data available,No data available
"Lava Z91 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Li-Polymer Battery,MTK6739 Processor,No data available,"8,499",No data available,No data available,No data available
"Itel A23 (Gradation Ice Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) FWVGA Display,2MP Rear Camera | 0.3MP Front Camera,2050 mAh Battery,Cortex A53 architecture (Quad core) Processor,No data available,"4,590",No data available,No data available,No data available
"Itel A23 (Starry Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,2MP Rear Camera | 0.3MP Front Camera,2050 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.,No data available,"4,999",No data available,No data available,No data available
"Itel A23 (Phantom Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) FWVGA Display,2MP Rear Camera | 0.3MP Front Camera,2050 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.,No data available,"4,995",No data available,No data available,No data available
"Itel A44 Pro (Black, 16 GB)",2 GB RAM | 16 GB ROM,13.84 cm (5.45 inch) Display,8MP Rear Camera | 5MP Front Camera,2400 mAh Battery,1 Year Manufacturer Warranty,No data available,"6,000",No data available,No data available,No data available
"Nokia 7.2 (Charcoal, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,Brand Warranty of 1 Year Available for Mobile,"16,399",4.2,"₹19,999",18% off
"Google Pixel XL (Quite Black, 128 GB)",4 GB RAM | 128 GB ROM,13.97 cm (5.5 inch) Quad HD Display,12.3MP Rear Camera | 8MP Front Camera,3450 mAh Battery,Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor,No data available,"69,000",No data available,No data available,No data available
"Samsung Galaxy J6 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 7870 Processor,No data available,"12,990",No data available,No data available,No data available
"Panasonic ELUGA I6 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) FWVGA Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"6,799",4.1,"₹10,990",38% off
"Realme C2 (Diamond Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"6,999",4.4,"₹7,999",12% off
"Realme C2 (Diamond Ruby, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"7,499",4.4,"₹8,999",16% off
"Realme C2 (Diamond Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"6,999",4.4,"₹7,999",12% off
"POCO X2 (Atlantis Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"17,499",4.5,"₹18,999",7% off
"Vivo Y91i (Ocean Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Lithium-ion Battery,MediaTek Helio P22 Processor,No data available,"8,990",No data available,No data available,No data available
"Vivo Y12 (Burgundy Red, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"10,990",4.4,"₹13,990",21% off
